0	512.499249
0.001	482.0288767
0.007	464.7244161
0.011	401.6436224
0.014	365.7097151
0.018	409.3523193
0.021	432.2360454
0.024	356.6468107
0.027	283.984864
0.031	295.6902918
0.034	275.1926865
0.037	235.798632
0.041	238.7210498
0.044	237.9177501
0.047	197.459123
0.051	191.8649604
0.055	182.2789373
0.058	172.6932006
0.061	204.3593636
0.065	259.978409
0.068	260.7722547
0.071	239.4759335
0.075	269.2790946
0.078	300.4132578
0.081	295.6180976
0.085	263.6757644
0.088	268.7276138
0.091	287.8850494
0.094	265.7900123
0.099	216.2822321
0.102	211.4870719
0.105	218.4019232
0.109	192.3150255
0.112	177.1402829
0.115	202.4192972
0.119	233.2870308
0.122	234.3470196
0.125	240.9957278
0.128	256.426873
0.132	276.6485947
0.135	261.2074225
0.139	256.1455462
0.143	261.4635387
0.146	268.3786765
0.149	237.767632
0.153	229.7784676
0.156	232.4353152
0.159	232.6968746
0.162	206.3438338
0.166	211.12954
0.169	226.0286854
0.172	237.2015405
0.176	229.4782328
0.179	246.7726664
0.183	263.5345273
0.187	269.9170924
0.19	257.9360674
0.193	264.0527758
0.197	268.5723389
0.2	258.7204591
0.203	239.8197126
0.206	241.145558
0.21	239.5435425
0.213	231.288235
0.216	226.2263587
0.22	234.205496
0.224	240.3219179
0.227	244.0433381
0.231	248.8290443
0.234	258.9378998
0.237	260.796318
0.24	253.605583
0.244	249.6085657
0.247	254.6607016
0.25	245.8731078
0.254	238.1498001
0.257	237.6126436
0.26	239.7369184
0.264	223.4970303
0.268	220.2984424
0.271	226.681294
0.274	235.9914335
0.278	233.591275
0.281	243.4339874
0.284	255.9378445
0.288	261.7881233
0.291	254.863818
0.294	256.4560931
0.298	256.4509363
0.301	251.3893465
0.304	239.6741782
0.307	240.733594
0.312	238.3331491
0.315	234.6025614
0.318	234.0654049
0.322	240.714113
0.325	242.040245
0.328	243.8986632
0.332	246.5552243
0.335	248.1474993
0.338	246.5457703
0.341	248.6697586
0.345	247.3338862
0.348	252.6518787
0.352	250.5175769
0.356	248.6497047
0.359	247.5805484
0.362	253.9633999
0.366	247.3049512
0.369	247.0342243
0.372	250.2233582
0.375	250.7507743
0.379	247.8183295
0.382	252.6040357
0.385	255.7925966
0.389	260.3118732
0.392	260.5731461
0.396	258.7052739
0.4	260.2972625
0.403	259.4942493
0.406	254.1668028
0.409	252.0327875
0.413	253.0924898
0.416	248.5634727
0.419	251.2200338
0.423	250.6825908
0.426	260.2588735
0.429	266.9075817
0.433	261.3134191
0.437	258.3809743
0.44	260.7716788
0.443	246.3950792
0.447	237.8736285
0.45	248.7809134
0.453	252.7681902
0.457	251.6987474
0.46	265.2674636
0.463	264.9967367
0.467	262.3301486
0.47	254.6071274
0.473	254.8684003
0.476	245.8143769
0.481	245.0107908
0.484	243.1432051
0.487	251.1226289
0.491	248.1901842
0.494	247.1210279
0.497	245.7857284
0.501	246.0470013
0.504	241.7841274
0.507	250.0299808
0.51	250.8232535
0.514	250.0196674
0.517	246.0226501
0.52	248.6789247
0.525	237.2296131
0.528	243.3463215
0.531	246.5354554
0.535	251.3211616
0.538	252.6472935
0.541	264.6191509
0.544	257.6945591
0.548	260.8834065
0.551	270.1935461
0.554	283.7616893
0.558	275.2399522
0.561	264.8554996
0.565	272.8349235
0.569	275.2253415
0.572	250.469446
0.575	247.8034308
0.578	270.9530135
0.582	282.6584413
0.585	261.3624066
0.588	263.2205383
0.592	280.514972
0.595	278.9132429
0.598	255.4874901
0.602	264.7973432
0.605	267.7200474
0.609	250.1497301
0.613	251.2094324
0.616	272.2301565
0.619	269.2979982
0.622	265.8332672
0.626	284.1922734
0.629	275.9372524
0.632	249.0519253
0.636	252.7727725
0.639	272.7286376
0.642	270.3284791
0.646	278.3076165
0.65	269.7861658
0.653	264.9910056
0.656	277.4948628
0.66	254.6016828
0.663	225.0552108
0.666	253.5276562
0.67	272.951235
0.673	249.259912
0.676	254.8443341
0.68	294.2283617
0.683	308.0629346
0.686	266.8058781
0.689	245.2431272
0.694	282.2318666
0.697	278.767422
0.7	231.6552165
0.704	245.2236463
0.707	292.5925409
0.71	273.4256513
0.714	231.6363085
0.717	256.1168934
0.72	292.0416331
0.723	263.8253038
0.727	242.262553
0.73	296.0185964
0.733	318.1033201
0.738	256.6190987
0.741	238.5167816
0.744	282.4258155
0.748	266.1862139
0.751	218.0097223
0.754	249.942315
0.757	295.4479212
0.761	268.296451
0.764	231.5638278
0.767	261.6328456
0.771	295.9601535
0.774	262.6873911
0.778	233.4067758
0.782	273.5895193
0.785	293.0133845
0.788	258.1440498
0.791	258.4053227
0.795	288.7407701
0.798	283.1471804
0.801	247.7452729
0.805	244.5466851
0.808	268.228554
0.811	273.2804034
0.815	255.7097996
